time,open,high,low,close
989898300,1063.38,1063.38,1063.38,1063.38
989984700,1060.41,1060.41,1060.41,1060.41
990071100,1072.46,1072.46,1072.46,1072.46
990157500,1061.1801,1061.1801,1061.1801,1061.1801
990416700,1049.76,1049.76,1049.76,1049.76
990503100,1040.02,1040.02,1040.02,1040.02
990589500,1046.15,1046.15,1046.15,1046.15
990675900,1045.1899,1045.1899,1045.1899,1045.1899
990762300,1030.83,1030.83,1030.83,1030.83
991021500,1041.87,1041.87,1041.87,1041.87
991107900,1058.39,1058.39,1058.39,1058.39
991194300,1040.46,1040.46,1040.46,1040.46
991280700,1034.54,1034.54,1034.54,1034.54
991367100,1021.04,1021.04,1021.04,1021.04
991626300,1012.14,1012.14,1012.14,1012.14
991712700,998.01001,998.01001,998.01001,998.01001
991799100,1010.44,1010.44,1010.44,1010.44
991885500,1033.63,1033.63,1033.63,1033.63
991971900,1036.9,1036.9,1036.9,1036.9
992231100,1041.1801,1041.1801,1041.1801,1041.1801
992317500,1018.69,1018.69,1018.69,1018.69
992403900,1031.1,1031.1,1031.1,1031.1
992490300,1012.39,1012.39,1012.39,1012.39
992576700,994.40997,994.40997,994.40997,994.40997
992835900,978.31,978.31,978.31,978.31
992922300,1008.67,1008.67,1008.67,1008.67
993008700,1022.45,1022.45,1022.45,1022.45
993095100,1028.42,1028.42,1028.42,1028.42
993181500,1015.99,1015.99,1015.99,1015.99
993440700,977.21002,977.21002,977.21002,977.21002
993527100,990.77002,990.77002,990.77002,990.77002
993613500,991.51001,991.51001,991.51001,991.51001
993699900,992.65997,992.65997,992.65997,992.65997
993786300,986.95001,986.95001,986.95001,986.95001
994045500,987.64001,987.64001,987.64001,987.64001
994131900,984.94,984.94,984.94,984.94
994218300,991.96002,991.96002,991.96002,991.96002
994304700,991.84998,991.84998,991.84998,991.84998
994391100,982.15997,982.15997,982.15997,982.15997
994650300,978.60999,978.60999,978.60999,978.60999
994736700,971.25,971.25,971.25,971.25
994823100,981.95001,981.95001,981.95001,981.95001
994909500,1005.36,1005.36,1005.36,1005.36
994995900,1004.62,1004.62,1004.62,1004.62
995255100,1006.09,1006.09,1006.09,1006.09
995341500,999.32001,999.32001,999.32001,999.32001
995427900,1002.94,1002.94,1002.94,1002.94
995514300,1000.27,1000.27,1000.27,1000.27
995600700,984.91998,984.91998,984.91998,984.91998
995859900,981.89001,981.89001,981.89001,981.89001
995946300,969.27002,969.27002,969.27002,969.27002
996032700,963.75,963.75,963.75,963.75
996119100,951.54999,951.54999,951.54999,951.54999
996205500,972.84998,972.84998,972.84998,972.84998
996464700,966.32001,966.32001,966.32001,966.32001
996551100,960.83002,960.83002,960.83002,960.83002
996637500,971.52002,971.52002,971.52002,971.52002
996723900,972.09003,972.09003,972.09003,972.09003
996810300,968.10999,968.10999,968.10999,968.10999
997069500,966.42999,966.42999,966.42999,966.42999
997155900,963.64001,963.64001,963.64001,963.64001
997242300,949.76001,949.76001,949.76001,949.76001
997328700,942.71997,942.71997,942.71997,942.71997
997415100,953.84003,953.84003,953.84003,953.84003
997674300,963.51001,963.51001,963.51001,963.51001
997760700,975.12,975.12,975.12,975.12
997933500,967.26001,967.26001,967.26001,967.26001
998019900,970.08002,970.08002,970.08002,970.08002
998279100,964.35999,964.35999,964.35999,964.35999
998365500,954.92999,954.92999,954.92999,954.92999
998538300,953.06,953.06,953.06,953.06
998624700,954.16998,954.16998,954.16998,954.16998
998883900,954.08002,954.08002,954.08002,954.08002
998970300,944.57001,944.57001,944.57001,944.57001
999056700,946.28998,946.28998,946.28998,946.28998
999143100,938.29999,938.29999,938.29999,938.29999
999229500,939.57001,939.57001,939.57001,939.57001
999488700,940.38,940.38,940.38,940.38
999575100,927.59003,927.59003,927.59003,927.59003
999661500,927.45001,927.45001,927.45001,927.45001
999747900,917.34003,917.34003,917.34003,917.34003
999834300,911.97998,911.97998,911.97998,911.97998
1000093500,907.03998,907.03998,907.03998,907.03998
1000179900,899.97998,899.97998,899.97998,899.97998
1000266300,864.40997,864.40997,864.40997,864.40997
1000352700,860.67999,860.67999,860.67999,860.67999
1000439100,819.21002,819.21002,819.21002,819.21002
1000698300,755.85999,755.85999,755.85999,755.85999
1000784700,791.29999,791.29999,791.29999,791.29999
1000871100,803.51001,803.51001,803.51001,803.51001
1000957500,786.29999,786.29999,786.29999,786.29999
1001043900,743.70001,743.70001,743.70001,743.70001
1001303100,749.83002,749.83002,749.83002,749.83002
1001389500,753.42999,753.42999,753.42999,753.42999
1001475900,762.5,762.5,762.5,762.5
1001562300,778.29999,778.29999,778.29999,778.29999
1001648700,797.96997,797.96997,797.96997,797.96997
1001907900,810.26001,810.26001,810.26001,810.26001
1002080700,800.19,800.19,800.19,800.19
1002167100,808.17999,808.17999,808.17999,808.17999
1002253500,816.47998,816.47998,816.47998,816.47998
1002512700,806.70001,806.70001,806.70001,806.70001
1002599100,812.28998,812.28998,812.28998,812.28998
1002685500,824.19,824.19,824.19,824.19
1002771900,837.90002,837.90002,837.90002,837.90002
1002858300,858.59003,858.59003,858.59003,858.59003
1003117500,855.41998,855.41998,855.41998,855.41998
1003203900,855.46997,855.46997,855.46997,855.46997
1003290300,863.45001,863.45001,863.45001,863.45001
1003376700,852.81,852.81,852.81,852.81
1003463100,857.27002,857.27002,857.27002,857.27002
1003722300,868.72998,868.72998,868.72998,868.72998
1003808700,878.29999,878.29999,878.29999,878.29999
1003895100,884.62,884.62,884.62,884.62
1003981500,884.73999,884.73999,884.73999,884.73999
1004327100,893.41998,893.41998,893.41998,893.41998
1004413500,878,878,878,878
1004499900,875.15002,875.15002,875.15002,875.15002
1004586300,890.78998,890.78998,890.78998,890.78998
1004672700,901.92999,901.92999,901.92999,901.92999
1004931900,913.44,913.44,913.44,913.44
1005018300,920.37,920.37,920.37,920.37
1005104700,912.09998,912.09998,912.09998,912.09998
1005191100,909.10999,909.10999,909.10999,909.10999
1005277500,908.28003,908.28003,908.28003,908.28003
1005536700,908.73999,908.73999,908.73999,908.73999
1005623100,908.91998,908.91998,908.91998,908.91998
1005709500,911.90997,911.90997,911.90997,911.90997
1005795900,914.89001,914.89001,914.89001,914.89001
1006141500,916.23999,916.23999,916.23999,916.23999
1006227900,928.5,928.5,928.5,928.5
1006314300,919.01001,919.01001,919.01001,919.01001
1006400700,926.29999,926.29999,926.29999,926.29999
1006487100,925.13,925.13,925.13,925.13
1006746300,937.95001,937.95001,937.95001,937.95001
1006832700,955.92999,955.92999,955.92999,955.92999
1006919100,948.28003,948.28003,948.28003,948.28003
1007005500,928.09998,928.09998,928.09998,928.09998
1007351100,917.02002,917.02002,917.02002,917.02002
1007437500,913.90002,913.90002,913.90002,913.90002
1007523900,914.62,914.62,914.62,914.62
1007610300,927.16998,927.16998,927.16998,927.16998
1007696700,918.90997,918.90997,918.90997,918.90997
1007955900,920.28998,920.28998,920.28998,920.28998
1008042300,896.32001,896.32001,896.32001,896.32001
1008128700,891.54999,891.54999,891.54999,891.54999
1008215100,879.65002,879.65002,879.65002,879.65002
1008301500,860.16998,860.16998,860.16998,860.16998
1008647100,861.58002,861.58002,861.58002,861.58002
1008733500,849.87,849.87,849.87,849.87
1008819900,862.46002,862.46002,862.46002,862.46002
1008906300,853.34003,853.34003,853.34003,853.34003
1009165500,844.82001,844.82001,844.82001,844.82001
1009338300,842.07001,842.07001,842.07001,842.07001
1009424700,821.02002,821.02002,821.02002,821.02002
1009511100,842.96997,842.96997,842.96997,842.96997
1009770300,868.60999,868.60999,868.60999,868.60999
1009856700,870.25,870.25,870.25,870.25
1009943100,878.02002,878.02002,878.02002,878.02002
1010029500,903.03003,903.03003,903.03003,903.03003
1010115900,903.90002,903.90002,903.90002,903.90002
1010375100,886.59003,886.59003,886.59003,886.59003
1010461500,877.92999,877.92999,877.92999,877.92999
1010547900,900.16998,900.16998,900.16998,900.16998
1010634300,898.38,898.38,898.38,898.38
1010720700,892.84998,892.84998,892.84998,892.84998
1010979900,936.27002,936.27002,936.27002,936.27002
1011066300,931.90002,931.90002,931.90002,931.90002
1011152700,938.09998,938.09998,938.09998,938.09998
1011239100,939.65002,939.65002,939.65002,939.65002
1011325500,948.47998,948.47998,948.47998,948.47998
1011584700,938.46997,938.46997,938.46997,938.46997
1011671100,945.75,945.75,945.75,945.75
1011757500,937.39001,937.39001,937.39001,937.39001
1011843900,920.09003,920.09003,920.09003,920.09003
1011930300,920.64001,920.64001,920.64001,920.64001
1012189500,939.23999,939.23999,939.23999,939.23999
1012275900,922.22998,922.22998,922.22998,922.22998
1012362300,926.79999,926.79999,926.79999,926.79999
1012448700,917.78998,917.78998,917.78998,917.78998
1012535100,923.38,923.38,923.38,923.38
1012794300,946.63,946.63,946.63,946.63
1012880700,941.37,941.37,941.37,941.37
1012967100,1010,1010,1010,1010
1013053500,1024.33,1024.33,1024.33,1024.33
1013139900,1040.08,1040.08,1040.08,1040.08
1013399100,1044.52,1044.52,1044.52,1044.52
1013485500,1038.77,1038.77,1038.77,1038.77
1013571900,1057.17,1057.17,1057.17,1057.17
1013658300,1084.27,1084.27,1084.27,1084.27
1013744700,1098.96,1098.96,1098.96,1098.96
1014003900,1110.33,1110.33,1110.33,1110.33
1014090300,1071.29,1071.29,1071.29,1071.29
1014176700,1071.04,1071.04,1071.04,1071.04
1014263100,1086.9399,1086.9399,1086.9399,1086.9399
1014349500,1105.02,1105.02,1105.02,1105.02
1014608700,1103.63,1103.63,1103.63,1103.63
1014695100,1128.1899,1128.1899,1128.1899,1128.1899
1014781500,1109.17,1109.17,1109.17,1109.17
1014867900,1028.48,1028.48,1028.48,1028.48
1014954300,1062.9,1062.9,1062.9,1062.9
1015213500,1071.61,1071.61,1071.61,1071.61
1015299900,1063.62,1063.62,1063.62,1063.62
1015386300,1062.83,1062.83,1062.83,1062.83
1015472700,1066.41,1066.41,1066.41,1066.41
1015559100,1061.88,1061.88,1061.88,1061.88
1015818300,1052.04,1052.04,1052.04,1052.04
1015904700,1038.3101,1038.3101,1038.3101,1038.3101
1015991100,1042.3101,1042.3101,1042.3101,1042.3101
1016077500,1044.2,1044.2,1044.2,1044.2
1016163900,1060.62,1060.62,1060.62,1060.62
1016423100,1063.66,1063.66,1063.66,1063.66
1016509500,1058.0601,1058.0601,1058.0601,1058.0601
1016595900,1049.09,1049.09,1049.09,1049.09
1016682300,1040.72,1040.72,1040.72,1040.72
1016768700,1035.42,1035.42,1035.42,1035.42
1017114300,1034.71,1034.71,1034.71,1034.71
1017200700,1038.8,1038.8,1038.8,1038.8
1017287100,1033.58,1033.58,1033.58,1033.58
1017632700,1075.53,1075.53,1075.53,1075.53
1017719100,1067.3,1067.3,1067.3,1067.3
1017805500,1054.8,1054.8,1054.8,1054.8
1017891900,1057.0699,1057.0699,1057.0699,1057.0699
1017978300,1055.9301,1055.9301,1055.9301,1055.9301
1018237500,1069.59,1069.59,1069.59,1069.59
1018323900,1060.36,1060.36,1060.36,1060.36
1018410300,1063.45,1063.45,1063.45,1063.45
1018496700,1074.6,1074.6,1074.6,1074.6
1018583100,1077.53,1077.53,1077.53,1077.53
1018842300,1075.01,1075.01,1075.01,1075.01
1018928700,1073.39,1073.39,1073.39,1073.39
1019015100,1079.7,1079.7,1079.7,1079.7
1019101500,1085.84,1085.84,1085.84,1085.84
1019187900,1072.59,1072.59,1072.59,1072.59
1019447100,1064.28,1064.28,1064.28,1064.28
